,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
730,730,1634873162101063682,849558297543925760,stef_Compare,2023-03-12 11:05:10+00:00,Mieux gerer son argent ,silicon valley bank caus faillit impact cryptos cel rével secteur bancair rappel,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrA8eiAXgAAXgbJ.png')], videos=[], animated=[])",2,0,1,0.0,Neutral
731,731,1634874279836930049,571561129,francois_remy,2023-03-12 11:09:37+00:00,"Bruxelles, Belgique",risqu plusieur milli milliard dollar étatsun tier dépôt reposent petit banqu dont assur décot dépos mettr dout nimport quel petit banqu,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrA6KqDWYAA2ksg.png'), MediaPhoto(url='https://pbs.twimg.com/media/FrA6Mc8WwAIU_j0.png')], videos=[], animated=[])",21,18,4,0.1,Positive
732,732,1634863027504775168,407281674,Or_fr_,2023-03-12 10:24:54+00:00,"Londres, Royaume-Uni",risqu bank apres faillit physiqu comm protect,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrAzQF4XgAIEjaS.jpg')], videos=[], animated=[])",8,3,0,0.0,Neutral
733,733,1634860882827137027,1517182959761117185,JeremJika,2023-03-12 10:16:23+00:00,,lorsquil trop demandesretrait faut alor trouv largent liquid immédiat demand trop import tout banqu peut fair faillit cest princip cel veut dir quil cest just mauvais gestion,"Media(photos=[], videos=[], animated=[])",0,0,1,-0.088,Negative
734,734,1634860255057416193,192185451,LaurentMaurel_,2023-03-12 10:13:53+00:00,Paris,doit prendr risqu tres sérieux menac défaut institu bancair réel leffet contagion prendr compt comm lavon réseau social accel mouv paniqu,"Media(photos=[], videos=[], animated=[])",5,4,1,0.45,Positive
735,735,1634842124935131138,464984821,julienmbony,2023-03-12 09:01:51+00:00,"Québec, Canada",rec éven client veux jam avoir vivr tel situat jam,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
736,736,1634811778000379904,16406398,Barbayellow,2023-03-12 07:01:15+00:00,,capital vautour épisod entrepreneur particip dont compt perso bloqu risqu tout perdr prend quand temp plus fort cris dachet action banqu faillit,"Media(photos=[], videos=[], animated=[])",1,0,1,0.3176666666666667,Positive
737,737,1634689564957704192,571561129,francois_remy,2023-03-11 22:55:38+00:00,"Bruxelles, Belgique",circl indiqu collatéralis cash milliard détenu majoritair chez mellon hauteur milliard milliard customer bank milliard,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq-VfYTXwAIRXC-.jpg')], videos=[], animated=[])",1,0,0,-0.15,Negative
738,738,1634658675343212544,1207622331289481217,CapitaineInvest,2023-03-11 20:52:53+00:00,France,banqu surveil part lund elle perdu semain pass pourr connaitr bankrun éventuel dépositair sivb pacw sbny cub ffwm,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq9406bWcAEszzG.jpg')], videos=[], animated=[])",4,0,1,-0.225,Negative
739,739,1634614310084419585,1308787990064435200,crypto_futur,2023-03-11 17:56:35+00:00,,bankrun cour bours sest rapid effondr amplifi sent paniqu client tent senfuir plus rapid possibl cré milliard retir,"Media(photos=[], videos=[], animated=[])",16,2,1,0.15,Positive
740,740,1634547419563151363,1533209074099175424,SortieDeBanque,2023-03-11 13:30:47+00:00,France,résum simpl let,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq8UNm8WcAIjgYg.jpg')], videos=[], animated=[])",8,4,4,0.0,Neutral
741,741,1634541455858360320,937660108137431040,gvonhazel,2023-03-11 13:07:06+00:00,Vasgovia/Assinie,lespac quelqu mois tout sest plac prépar terrain lintroduct cbdc polic dabord puis europ cest remarqu,"Media(photos=[], videos=[], animated=[])",5,0,0,0.22,Positive
742,742,1634539704656723968,1608490362753978372,MagLiber3,2023-03-11 13:00:08+00:00,,banqu fait faillit cet nuit quelqu heur sest effondr malgr dactif plus grand faillit bancair lhistoir blackrock vanguard premi détenteur silicon valley bank,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq8NMOjXoAExduK.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fq8NMb5WYAI6pA_.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fq8NMryXgAIZkC3.jpg')], videos=[], animated=[])",1,0,0,0.39,Positive
743,743,1634394002836402178,834555443947126784,GheeZhee,2023-03-11 03:21:10+00:00,Anytown,stol this from someon cant rememb attribut,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634393971077120003/pu/img/LMyCIczQ5QT8Gj4G.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1634393971077120003/pu/vid/366x360/cZqnz5FnYXNAi3Qo.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1634393971077120003/pu/vid/732x720/vSx_SKWq8bAELIMz.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1634393971077120003/pu/vid/274x270/YkuHiN-u1kZPpTZV.mp4?tag=12')], duration=33110, views=None)], animated=[])",6,0,0,0.0,Neutral
744,744,1634538701731635208,1608490362753978372,MagLiber3,2023-03-11 12:56:09+00:00,,banqu fait faillit cet nuit quelqu heur sest effondr malgr dactif provoqu ains plus grand faillit bancair lhistoir blackrock vanguard premi détenteur silicon valley bank,"Media(photos=[], videos=[], animated=[])",0,0,0,0.39,Positive
745,745,1634427782003343361,1027290944524247045,marcfriedrich7,2023-03-11 05:35:24+00:00,Germany,bankrun,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634427757911236610/pu/img/UJMMllpST50N6VtS.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1634427757911236610/pu/vid/320x564/drA9NRS41Gxwrk7m.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1634427757911236610/pu/vid/480x848/OckrnP9ta9Z3JQbE.mp4?tag=12')], duration=8636, views=None)], animated=[])",643,208,42,0.0,Neutral
746,746,1634538337485692929,1608490362753978372,MagLiber3,2023-03-11 12:54:42+00:00,,crash mondial imminent cet nuit banqu fait faillit cet nuit quelqu heur sest effondr blackrock vanguard premi détenteur silicon valley bankl actif train dêtr détruit,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq8L8gSXgAEJvXv.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fq8L8v3XsAQ9WNF.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fq8L87eX0AEBOqe.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fq8L9I7WAAETAks.jpg')], videos=[], animated=[])",2,1,0,0.05,Positive
747,747,1634514025793855488,1533209074099175424,SortieDeBanque,2023-03-11 11:18:06+00:00,France,faut accéler messieur dam laisson tomb banqu,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq7114uXsAI1aJu.jpg')], videos=[], animated=[])",22,5,3,0.0,Neutral
748,748,1634535813626068994,425063061,lankarsher,2023-03-11 12:44:40+00:00,,faillit bancair,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
749,749,1634278593760055309,4617023567,Theolotics5,2023-03-10 19:42:34+00:00,,bank today lik,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634278503486050339/pu/img/19uVUnVHfkDGbPP7.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1634278503486050339/pu/vid/1280x720/dq25WNaB8n5JXGI-.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1634278503486050339/pu/vid/480x270/HsDRRuUxbinygaGz.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1634278503486050339/pu/vid/640x360/9xBIJkJBS259pgEu.mp4?tag=12')], duration=14000, views=None)], animated=[])",177,38,5,0.0,Neutral
750,750,1634573234187407369,14113935,torrenegra,2023-03-11 15:13:22+00:00,"Napa, California",silicon valley bank main bank compan personal saving mortgag this thing unfolded between good thursday chat with tech founder most are question about start show som suggest getting money safety only upsid downsid read messag bathroom break immediately cancel meeting wif tani wir personal money other bank call team them sam them dentist stop procedur hom cant money account personal saving dont hav other bank account readily avail compan perm allow such signific exit money only half money wir ameritrad dont hav other bank account company banking credential been changed tani get hold anoth bank wer already talking them open bank account pronto chang perm company request anoth wir ameritrad remaining money from that company hav wait wir after long wait hold agent they reset credential company chat with tech founder light fir with what happening obviously hav bank runoff surreal request wir money from company mercury wir ameritrad clear company saf sign dozen docu without reading them complet opening personal bank account with tani request their websit wir personal saving given permiss setting plac they tel that they hav call solid bank know their greg beck great figur this temporary issu caused mainly peopl panicking theyll recov shar what consid significantly pric wir other company clear chat with tech founder from latin americ start catch call tel that saving will wired sam requested jump plan back francisco land learn that wir company hasnt cleared worst wir personal saving still queu friday wak nothing stock down overnight cancel morning meeting focus problem learn that controlled government shar bought befor likely worthless mad mistak host town hall with team explain what happening answer question long wait cop with anxiety help other entrepreneur shar what know answer question from investor figur that money company with pending wir saf will avail monday unfortunately personal saving only portion saf recov most money percentag howev remain unclear tak year play with kid they help forget about material world night reflect what wrong good enough what tani saturday figur ther nothing valu focusing topic externality shouldnt invest much tim thinking about them trying predict market tim back what control execu compan continu pushing forward persist persist persist,"Media(photos=[], videos=[], animated=[])",26260,4025,1391,-0.07400000000000001,Negative
751,751,1634517583050289153,1533209074099175424,SortieDeBanque,2023-03-11 11:32:14+00:00,France,surtout exchang alor just moment lachat puis retir ver portefeuill motscl souverain peut fair interview flash sujet urgent besoin,"Media(photos=[], videos=[], animated=[])",0,1,1,-0.05,Negative
752,752,1634508236404531200,1533209074099175424,SortieDeBanque,2023-03-11 10:55:05+00:00,France,bitcoin bitbox open sourc monero prix élev durabl prouv sinon simpl plaqu métal grossist,"Media(photos=[], videos=[], animated=[])",2,0,2,0.0,Neutral
753,753,1634514746228580356,1608490362753978372,MagLiber3,2023-03-11 11:20:57+00:00,,banqu fait faillit cet nuit quelqu heur silicon valley bank sest effondr malgr dactif blackrock vanguard détenteur silicon valley bank boom actif,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq72fx4XsAA9sQS.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fq72f-GWAAImBAv.jpg')], videos=[], animated=[])",0,0,0,0.1,Positive
754,754,1634328020113825792,890061634181373952,CollinRugg,2023-03-10 22:58:58+00:00,United States,massiv lin form outsid silicon valley bank californi customer panic welcom biden americ will only wors,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634252606703894529/pu/img/oNRFnFKEzVkn3ABm.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1634252606703894529/pu/vid/480x848/CFluABJbHNyToRQr.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1634252606703894529/pu/vid/320x564/ars8tMA_Xp9Fl8Um.mp4?tag=12')], duration=8684, views=None)], animated=[])",22538,7549,3756,0.0,Neutral
756,756,1634450420402626562,1132002680996597762,FranceRsistanc1,2023-03-11 07:05:21+00:00,France,breaking fil dattent massiv form dev silicon valley bank californ alor client paniquent bienvenu lamer biden cel fer quempir,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634450282716200960/pu/img/_1ChtEtdLDwfpbU1.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1634450282716200960/pu/vid/576x848/Z_vbRyMaELV26hxX.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1634450282716200960/pu/vid/480x706/cCzSKRQhp2WGuNcc.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1634450282716200960/pu/vid/320x470/8FD31OzC-HlDiQYh.mp4?tag=12')], duration=8266, views=None)], animated=[])",145,107,6,0.0,Neutral
758,758,1634494395964706816,571561129,francois_remy,2023-03-11 10:00:06+00:00,"Bruxelles, Belgique",gé américain coinbas suspend temporair convers stablecoin bon vieux dollar largent transit banqu ferm weekend,"Media(photos=[], videos=[], animated=[])",2,1,0,0.4266666666666666,Positive
759,759,1634399032767307776,574032254,coinbase,2023-03-11 03:41:09+00:00,Remote First,temporarily pausing usdcusd convers over weekend whil bank closed during period heightened activity convers rely transfer from bank that clear during normal banking hour when bank open monday plan recomment convers,"Media(photos=[], videos=[], animated=[])",7704,2519,1986,0.17,Positive
760,760,1634493608903491585,2815737639,DemeulenaereO,2023-03-11 09:56:58+00:00,Paris,fermetur silicon valley bank marqu plus gross faillit bancair depuis cris,"Media(photos=[], videos=[], animated=[])",0,0,1,0.15,Positive
761,761,1634488985501220864,571561129,francois_remy,2023-03-11 09:38:36+00:00,"Bruxelles, Belgique",faillit banqu entreten lien lécosystem découlent mauvais gestion dont lindustr bancair secret prêt risqu solvabl réduit coinc taux banqu central,"Media(photos=[], videos=[], animated=[])",3,0,3,-0.10799999999999998,Negative
762,762,1634481719624474625,248308860,cdebeukelaer,2023-03-11 09:09:43+00:00,"Bruxelles, Belgique",banqu invest dépôt ailleur rendr largent client suiv vent paniqu légitim tout mond voulu retir argent leffet boul neig provoqu vérit,"Media(photos=[], videos=[], animated=[])",6,1,2,0.22,Positive
763,763,1634449325488058369,1232575349424369664,EdgyLsx,2023-03-11 07:01:00+00:00,France,faillit bank rappel clair fragil system financi nécess comprendr ger risqu mani plus efficac,"Media(photos=[], videos=[], animated=[])",0,0,1,0.21500000000000002,Positive
764,764,1634383549125267456,3344413126,Gilkovitch,2023-03-11 02:39:38+00:00,Thailand,solut faut avant tout fair peur banqu cest plus efficac retir liquid,"Media(photos=[], videos=[], animated=[])",0,0,0,0.185,Positive
765,765,1634340887844012033,1438463608447504384,Cryptonoobzzzz,2023-03-10 23:50:06+00:00,CEO of being unemployed 🇬🇸,cec nest graphiqu cest celui prix laction banqu,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq5YXuaWIAEbCoB.png'), MediaPhoto(url='https://pbs.twimg.com/media/Fq5YX4qWcAAV-gK.jpg')], videos=[], animated=[])",2,1,1,0.0,Neutral
766,766,1634333950775644160,1438463608447504384,Cryptonoobzzzz,2023-03-10 23:22:32+00:00,CEO of being unemployed 🇬🇸,certain banqu ram séver assist effondr system bancair traditionnel effet domino cré cet heur,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq5SEG-XoAEuy4z.jpg')], videos=[], animated=[])",30,5,11,0.145,Positive
767,767,1634327102571913217,1533209074099175424,SortieDeBanque,2023-03-10 22:55:20+00:00,France,attent imag vaut mieux quun long discour profit accéler fêt commenc,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq5LFwaWIAAl_Mt.png')], videos=[], animated=[])",14,8,3,-0.4,Negative
768,768,1634323110148075520,1366839620776980489,JrmyViola1,2023-03-10 22:39:28+00:00,,photo remarqu font queu essai retir fric dun succursal pend jeun matent san pognon,"Media(photos=[], videos=[], animated=[])",3,3,1,-0.05,Negative
769,769,1634319811319681035,1304835000710373376,FVallee,2023-03-10 22:26:21+00:00,Chamonix,souhait weekend promo chais bureau babyfoot pouf ven,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
770,770,1634302522264305664,1438463608447504384,Cryptonoobzzzz,2023-03-10 21:17:39+00:00,CEO of being unemployed 🇬🇸,jaim bien vérifi inform cest vrai lémetteur plus gros march avoir chez,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq41dpyWIAIbCjR.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fq41eH2WAAAkrwp.jpg')], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Fq41el_WYAcMFd1.jpg', videoUrl='https://video.twimg.com/tweet_video/Fq41el_WYAcMFd1.mp4')])",2,1,1,0.016666666666666666,Positive
771,771,1634297199310909442,1438463608447504384,Cryptonoobzzzz,2023-03-10 20:56:30+00:00,CEO of being unemployed 🇬🇸,veil aujourdhui jam entendu parl avant apparent seul tour,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq4wo4FWYAI8PcC.jpg')], videos=[], animated=[])",1,0,1,0.0,Neutral
772,772,1633924386792132610,1438463608447504384,Cryptonoobzzzz,2023-03-09 20:15:05+00:00,CEO of being unemployed 🇬🇸,coul quest quon carr perso jam entendu parl,"Media(photos=[], videos=[], animated=[])",1,0,2,0.0,Neutral
773,773,1634286231071739909,1248497663244304389,TristanImbert7,2023-03-10 20:12:55+00:00,Drôme France 🇫🇷 ,premi bank occident uscaliforn silicon valley bank mis sous tutel suit bankrun cet semain,"Media(photos=[], videos=[], animated=[])",2,2,1,0.0,Neutral
774,774,1634275103046357003,1207622331289481217,CapitaineInvest,2023-03-10 19:28:42+00:00,France,quel excellent timing part sivb vendu daction avant banqu coul chanc,"Media(photos=[], videos=[], animated=[])",1,0,2,0.5,Positive
775,775,1634250625319075840,1200616796295847936,unusual_whales,2023-03-10 17:51:26+00:00,United States,breaking befor collaps silicon valley bank sivb sold million stock within last week,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq4GSANakAAlcSH.jpg')], videos=[], animated=[])",12441,3294,693,0.0,Neutral
776,776,1634252646411280401,1438463608447504384,Cryptonoobzzzz,2023-03-10 17:59:28+00:00,CEO of being unemployed 🇬🇸,rooooh bâtard,"Media(photos=[], videos=[], animated=[])",6,1,4,0.0,Neutral
